Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼şÃû	¶ÔÓ¦Îï¼şË÷Òı	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåĞĞÊôĞÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµş·Å	½Å±¾Ãû(²ÎÊı1)	¼¼ÄÜID£¨²ÎÊı1£©	²ÎÊı2(ÊÍ·¨ÀàĞÍ)	²ÎÊı3(ÊÇ·ñ¹ã²¥)	²ÎÊı4(ÊÇ·ñÓĞµÈ¼¶¸ÅÄî)	²ÎÊı5(ÊÇ·ñ¿É·Å¿ì½İÀ¸)
º®Ê³ÇåÃ÷½È	6	1	1724	spr\item\yn_chunjie\yn_yezi.spr	41	1	1	ÇåÃ÷½ÚÃÀÊ³£¬80¼¶ÒÔÉÏÍæ¼ÒÊ³ÓÃºó¿É»ñµÃ400w¾­Ñé¡£		4	1	0	\script\item\qingming_jieri\200803\qingmingmeishi.lua	0	1	1	0	0
º®Ê³ÇåÃ÷ôÕ	6	1	1725	\spr\item\questkey\taskobj404.spr	41	1	1	ÇåÃ÷½ÚÃÀÊ³£¬80¼¶ÒÔÉÏÍæ¼ÒÊ³ÓÃºó¿É»ñµÃ500w¾­Ñé¡£		4	1	0	\script\item\qingming_jieri\200803\qingmingmeishi.lua	0	1	1	0	0
ÅîÀ³Ê¯×ã°ü	6	1	1726	\spr\item\obj_item_jixiang.spr	41	1	1	ÓÒ¼üµã»÷´ò¿ª£¬¿ÉÒÔËæ»úÑaÌìÊ¯ËéÆ¬¡¢ÅîÈRÏÉ²İ¡¢Ğş¾§ÑaÌì°üµÈ¸÷ÀàµÀ¾ß¡£		0	1	0	\script\item\chongzhicuxiao\200803\penglaishizubao.lua	0	1	1	0	0
¼Ì½î»¯Ñª°ü	6	1	1727	\spr\item\obj_item_jixiang.spr	41	1	1	ÓÒ¼üµã»÷´ò¿ª£¬¼«Æ·°²°îÌ××°½õÄÒ¡¢ÍêÃÀ°²°î²ÄÁÏ°ü¡¢ÉñÃØ¿óÊ¯¡¢½ğÏ¬¡¢Ë®¾§Ö®ÖĞËæ»ú»ñµÃÒ»¸ö¡£		0	1	1	\script\item\chongzhicuxiao\200803\jijinhuaxuebao.lua	0	1	1	0	0
Ä®»¯Ò×Èİ°ü	6	1	1728	\spr\item\obj_item_jixiang.spr	41	1	1	ÓÒ¼üµã»÷´ò¿ª£¬²¹ÌìÊ¯ËéÆ¬¡¢[ÏŞÊ±]ÊÀ×ã×ê½ä¡¢ÎäÁÖÃØ¼®¡¢Ï´Ëè¾­¡¢ÌØĞ§ÏÉ²İÂ¶¡¢Ò×ÈİÃæ¾ßÖ®ÖĞËæ»ú»ñµÃÒ»¸ö¡£		0	1	1	\script\item\chongzhicuxiao\200803\mohuayirongbao.lua	0	1	1	0	0
ĞşÌì¶şÂöµ¤	6	1	1729	\spr\item\questkey\taskobj087.spr	41	1	1	ÏŞ10¼¶ÒÔÉÏ84¼¶ÒÔÏÂ(º¬84¼¶)£¬ÇÒÒÑÈëÃÅÅÉµÄÍæ¼ÒÊ¹ÓÃ£¬Ê¹ÓÃºó¿ÉÖ±½ÓÉıÖÁ85¼¶¡£		0	1	0	\script\item\xuantianermaidan.lua	0	1	1	0	0
Hép §¹i B¹ch c©u hoµn ®Æc biÖt	6	1	1730	\spr\item\script\item_chrismasbox.spr	41	1	1	Bªn trong cã chøa 10 viªn §¹i B¹ch c©u hoµn ®Æc biÖt.		0	1	0	\script\item\box_dabaijuwan_special.lua	0	1	1	0	0
Hép §¹i B¹ch c©u hoµn kü n¨ng ®Æc biÖt	6	1	1731	\spr\item\script\item_chrismasbox.spr	41	1	1	Bªn trong cã chøa 10 viªn §¹i B¹ch c©u hoµn kü n¨ng ®Æc biÖt.		0	1	0	\script\item\box_dabaijuwan_skillsp.lua	0	1	1	0	0
Ng©n phiÕu chiÕn bŞ	6	1	1732	\spr\item\questkey\yinpiao.spr	41	1	1	Ng©n s¸ch chiÕn bŞ bæn bang t¨ng 10.000 ®iÓm.		0	1	0	\script\item\zhanbeiyingpiao.lua	0	1	1	0	0
ThiÕt Ng­u Lang Nha Béi	6	1	1733	\spr\item\equip\waist\obj-waist20.spr	36	1	2	Ngäc béi cña s¬n tÆc v­¬ng ThiÕt Ng­u lu«n mang theo bªn m×nh.		0	1	0	\script\item\noscript.lua	0	1	1	0	0
Hép quµ may m¾n	6	1	1734	\spr\item\script\jiefang_jieri\200804\luckybox.spr	41	1	1	Hép quµ may m¾n, bªn trong chøa nh÷ng m¶nh cê quı hiÕm<enter>Thêi h¹n sö dông: 24h00 ngµy 18-05-2008		0	1	0	\script\item\jiefang_jieri\200804\luckybox.lua	0	1	1	0	0
M¶nh cê 1	6	1	1735	\spr\item\script\jiefang_jieri\200804\qisuipian1.spr	41	1	1	Nguyªn liÖu ®Ó ghĞp thµnh L¸ Cê ChiÕn Th¾ng, mõng ngµy 30-04<enter>Sö dông sÏ nhËn ®­îc 304 ®iÓm kinh nghiÖm.<enter><color=green>Thêi h¹n sö dông: 24h00 ngµy 31-05-2008<color>		0	1	0	\script\item\jiefang_jieri\200804\qisuipian.lua	0	1	1	0	0
M¶nh cê 2	6	1	1736	\spr\item\script\jiefang_jieri\200804\qisuipian2.spr	41	1	1	Nguyªn liÖu ®Ó ghĞp thµnh L¸ Cê ChiÕn Th¾ng, mõng ngµy 30-04<enter>Sö dông sÏ nhËn ®­îc 304 ®iÓm kinh nghiÖm.<enter><color=green>Thêi h¹n sö dông: 24h00 ngµy 31-05-2008<color>		0	1	0	\script\item\jiefang_jieri\200804\qisuipian.lua	0	1	1	0	0
M¶nh cê 3	6	1	1737	\spr\item\script\jiefang_jieri\200804\qisuipian3.spr	41	1	1	Nguyªn liÖu ®Ó ghĞp thµnh L¸ Cê ChiÕn Th¾ng, mõng ngµy 30-04<enter>Sö dông sÏ nhËn ®­îc 304 ®iÓm kinh nghiÖm.<enter><color=green>Thêi h¹n sö dông: 24h00 ngµy 31-05-2008<color>		0	1	0	\script\item\jiefang_jieri\200804\qisuipian.lua	0	1	1	0	0
M¶nh cê 4	6	1	1738	\spr\item\script\jiefang_jieri\200804\qisuipian4.spr	41	1	1	Nguyªn liÖu ®Ó ghĞp thµnh L¸ Cê ChiÕn Th¾ng, mõng ngµy 30-04<enter>Sö dông sÏ nhËn ®­îc 304 ®iÓm kinh nghiÖm.<enter><color=green>Thêi h¹n sö dông: 24h00 ngµy 31-05-2008<color>		0	1	0	\script\item\jiefang_jieri\200804\qisuipian.lua	0	1	1	0	0
L¸ Cê ChiÕn Th¾ng	6	1	1739	\spr\item\script\jiefang_jieri\200804\zhanshengqi.spr	41	2	2	L¸ Cê ChiÕn Th¾ng mõng ngµy 30-04<enter>Sö dông sÏ nhËn ®­îc 2.000.000 ®iÓm kinh nghiÖm.<enter><color=green>Thêi h¹n sö dông: 24h00 ngµy 31-05-2008<color>		0	1	0	\script\item\jiefang_jieri\200804\zhanshengqi.lua	0	1	1	0	0
»ìãç¶¦	6	1	1740	\spr\item\questkey\taskobj081.spr	41	1	1	´òÔìµÚËÄ¼ş°×½ğ±ØĞèµÀ¾ß		0	1	0	\script\item\noscript.lua	0	1	1	0	0
°Ù±¦Îå»¨ºĞ	6	1	1741	\spr\item\script\item_chrismasbox.spr	41	1	1	ÓÒ¼üµã»÷´ò¿ª£¬¿ÉÒÔËæ»úµÃµ½°Ù±¦Ïä¡¢Ä®±±´«ËÍ¾í¡¢Ğş¾§¿óÊ¯µÈ¸÷ÀàµÀ¾ß¡£		0	1	0	\script\item\baibaowuhuahe.lua	0	1	1	0	0
ÉäË®Í²	6	1	1742	\spr\item\magic\shesuitong.spr	41	1	1	ÈËÃÇ·¢Ã÷µÄµÀ¾ß£¬ÓÒ¼üÊ¹ÓÃ¿ÉÒÔ°ÑË®ÉäÏòÀëÄã×î½üµÄÄ§Íõ£¬Ä§Íõ±»ÉäÖĞµÄ»°»á¼õËÙ3Ãë¡£		1000	1	1	\script\item\springfestival2006\yongshi_wanjia\sheshuitong.lua	0	1	1	0	1
ÅîÀ³ÏÉ²İÀñºĞ	6	1	1743	\spr\item\script\item_chrismasbox.spr	41	1	1	ÓÒ¼üµã»÷´ò¿ª£¬¿ÉÒÔ»ñµÃ10ÖêÅîÀ³ÏÉ²İ		0	1	0	\script\item\box_penglai_xiancao.lua	0	1	1	0	0
³¤¸èÜ½ÈØ°ü	6	1	1744	\spr\item\obj_item_jixiang.spr	41	1	1	ÓÒ¼üµã»÷´ò¿ª£¬¿ÉÒÔËæ»úµÃµ½³¤¸èÃÅÁîÅÆ¡¢²¹ÌìÊ¯ËéÆ¬¡¢Ğş¾§¿óÊ¯µÈ¸÷ÀàµÀ¾ß¡£		0	1	0	\script\item\bag_changge_furong.lua	0	1	1	0	0
ÎäÁÖÊÀ×ã°ü	6	1	1745	\spr\item\script\item_chrismasbox.spr	41	1	1	ÓÒ¼üµã»÷´ò¿ª, ¿ÉÒÔËæ»úµÃµ½ÊÀ×ã×ê½ä¡¢²¹ÌìÊ¯ËéÆ¬µÈ¸÷ÀàµÀ¾ß¡£		0	1	0	\script\item\chongzhicuxiao\specialitem\200805\wulinshizubao.lua	0	1	1	0	0
·ïÃùé³	6	1	1746	\spr\item\questkey\fengmingcui.spr	41	1	1	·ïÃùé³£º»÷´òÉùÈô·ïÃù£¬¹ÊµÃ´ËÃû¡££¨ÖØÖıÑ×µÛ»Æ½ğ×°±¸±ØĞè²ÄÁÏÖ®Ò»£©		400	1	0	\script\item\noscript.lua	0	1	1	0	0
Ç§±¦Ïä	6	1	1747	\spr\item\script\item_qianbaoxiang.spr	41	1	1	ÓÒ¼üµã»÷Ê¹ÓÃ£¬¿É»ñµÃÒ»¸öÇ§±¦Ïä¡£		1000	1	0	\script\item\qianbaoxiang.lua	0	1	1	0	0
Tói §¹i Hû Xu©n	6	1	1748	\spr\item\script\pingzi\200805\chuntiandalibao.spr	41	1	1	Tam Niªn §¹i C¸t, B¸ch Niªn §¹i Lîi, Xu©n H¹ Thu §«ng, Vâ L©m §¹i Hû <enter><color=blue>H¹n sö dông: 24:00 ngµy 13-07-2008<color>		0	1	1	\script\item\pingzi\200805\jijielibao.lua	0	1	1	0	0
Tói §¹i Hû H¹	6	1	1749	\spr\item\script\pingzi\200805\xiatiandalibao.spr	41	1	1	Tam Niªn §¹i C¸t, B¸ch Niªn §¹i Lîi, Xu©n H¹ Thu §«ng, Vâ L©m §¹i Hû <enter><color=blue>H¹n sö dông: 24:00 ngµy 13-07-2008<color>		0	1	1	\script\item\pingzi\200805\jijielibao.lua	0	1	1	0	0
Tói §¹i Hû Thu	6	1	1750	\spr\item\script\pingzi\200805\qiutiandalibao.spr	41	1	1	Tam Niªn §¹i C¸t, B¸ch Niªn §¹i Lîi, Xu©n H¹ Thu §«ng, Vâ L©m §¹i Hû <enter><color=blue>H¹n sö dông: 24:00 ngµy 13-07-2008<color>		0	1	1	\script\item\pingzi\200805\jijielibao.lua	0	1	1	0	0
Tói §¹i Hû §«ng	6	1	1751	\spr\item\script\pingzi\200805\dongtiandalibao.spr	41	1	1	Tam Niªn §¹i C¸t, B¸ch Niªn §¹i Lîi, Xu©n H¹ Thu §«ng, Vâ L©m §¹i Hû <enter><color=blue>H¹n sö dông: 24:00 ngµy 13-07-2008<color>		0	1	1	\script\item\pingzi\200805\jijielibao.lua	0	1	1	0	0
Mõng	6	1	1752	\spr\item\script\pingzi\200805\qingzhu.spr	41	2	1	Chóc mõng sinh nhËt Vâ L©m TruyÒn Kú lÇn thø ba.<enter><color=blue>H¹n sö dông: 24:00 ngµy 13-07-2008<color>		0	1	1	\script\item\noscript.lua	0	1	1	0	0
VLTK	6	1	1753	\spr\item\script\pingzi\200805\yuenanjianxiayi.spr	41	2	1	Chóc mõng sinh nhËt Vâ L©m TruyÒn Kú lÇn thø ba.<enter><color=blue>H¹n sö dông: 24:00 ngµy 13-07-2008<color>		0	1	1	\script\item\noscript.lua	0	1	1	0	0
3	6	1	1754	\spr\item\script\pingzi\200805\3.spr	41	2	1	Chóc mõng sinh nhËt Vâ L©m TruyÒn Kú lÇn thø ba.<enter><color=blue>H¹n sö dông: 24:00 ngµy 13-07-2008<color>		0	1	1	\script\item\noscript.lua	0	1	1	0	0
Tuæi	6	1	1755	\spr\item\script\pingzi\200805\zhounian.spr	41	2	1	Chóc mõng sinh nhËt Vâ L©m TruyÒn Kú lÇn thø ba.<enter><color=blue>H¹n sö dông: 24:00 ngµy 13-07-2008<color>		0	1	1	\script\item\noscript.lua	0	1	1	0	0
Phong	6	1	1756	\spr\item\script\pingzi\200805\feng.spr	41	2	1	§ãn chµo phiªn b¶n Phong Háa Liªn Thµnh.<enter><color=blue>H¹n sö dông: 24:00 ngµy 13-07-2008<color>		0	1	1	\script\item\noscript.lua	0	1	1	0	0
Háa	6	1	1757	\spr\item\script\pingzi\200805\huo.spr	41	2	1	§ãn chµo phiªn b¶n Phong Háa Liªn Thµnh.<enter><color=blue>H¹n sö dông: 24:00 ngµy 13-07-2008<color>		0	1	1	\script\item\noscript.lua	0	1	1	0	0
Liªn	6	1	1758	\spr\item\script\pingzi\200805\lian.spr	41	2	1	§ãn chµo phiªn b¶n Phong Háa Liªn Thµnh.<enter><color=blue>H¹n sö dông: 24:00 ngµy 13-07-2008<color>		0	1	1	\script\item\noscript.lua	0	1	1	0	0
thµnh 	6	1	1759	\spr\item\script\pingzi\200805\cheng.spr	41	2	1	§ãn chµo phiªn b¶n Phong Háa Liªn Thµnh.<enter><color=blue>H¹n sö dông: 24:00 ngµy 13-07-2008<color>		0	1	1	\script\item\noscript.lua	0	1	1	0	0
§¹i Hû LÔ Bao	6	1	1760	\spr\item\script\pingzi\200805\daxilibao.spr	41	1	1	l× x× chóc mõng sinh nhËt Vâ L©m TruyÒn Kú lÇn thø ba.<enter><color=blue>H¹n sö dông: 24:00 ngµy 13-07-2008<color>		0	1	1	\script\item\noscript.lua	0	1	1	0	0
B¸nh Kem Nh­ ı	6	1	1761	\spr\item\script\pingzi\200805\ruyidanggao.spr	41	1	1	B¸nh kem mõng Vâ L©m TruyÒn Kú trßn 3 tuæi.<enter><color=blue>H¹n sö dông: 24:00 ngµy 31-07-2008<color>		0	1	1	\script\item\pingzi\200805\ruyijixiangdanggao.lua	0	1	1	0	0
B¸nh Kem C¸t T­êng	6	1	1762	\spr\item\script\pingzi\200805\jixidanggao.spr	41	1	1	B¸nh kem mõng Vâ L©m TruyÒn Kú trßn 3 tuæi.<enter><color=blue>H¹n sö dông: 24:00 ngµy 31-07-2008<color>		0	1	1	\script\item\pingzi\200805\ruyijixiangdanggao.lua	0	1	1	0	0
Háa th¹ch	6	1	1763	\spr\item\questkey\taskobj087.spr	372	1	1	Tèng Kim chuyªn dông, dïng ®Ó ®èt xe l­¬ng ®èi ph­¬ng.		0	1	0	\script\item\noscript.lua	0	1	1	0	0
Ğş¾§¶ËÑô°ü	6	1	1764	\spr\item\script\item_chrismasbox.spr	41	1	1	ÓÒ¼üµã»÷´ò¿ª£¬¿ÉÒÔËæ»ú»ñµÃÒ»¿Å¸ß¼¶Ğş¾§¡£		0	1	0	\script\item\box_duanwu_xuanjing.lua	0	1	1	0	0
Tiªn Th¶o Lé ®Æc biÖt	6	1	1765	\spr\item\medecine\xiancaolu_sp.spr	370	1	1	Tiªn Th¶o Lé cã hiÖu qu¶ ®Æc biÖt, cã t¸c dông nh©n ®«i kinh nghiÖm trong 8 giê (sö dông nhiÒu c¸i mét lóc sÏ kh«ng cã t¸c dông).		5	1	0	\script\item\xiancaolu_special.lua	0	1	1	0	1
§¹i B¹ch C©u hoµn	6	1	1766	\spr\item\medecine\baijuwan.spr	19	1	1	Sö dông sÏ ®­îc 8h rêi m¹ng mµ vÉn t¨ng kinh nghiÖm		5	1	0	\script\item\dabaijuwan.lua	0	1	1	0	1
ÎçÊ±»Æ½ğ½õÄÒ	6	1	1767	\spr\item\obj_item_jixiang.spr	41	1	1	ÓÒ¼üµã»÷´ò¿ª£¬¿ÉÒÔ»ñµÃ[Îç•r]½ğ·ãÖ®ÇàÑô¿øµÈÕä¹óÀñÆ·¡£		0	1	0	\script\item\wushi_gold_jinnang.lua	0	1	1	0	0
Háa Trô	6	1	1768	\spr\item\songjin\sjzh_huo.spr	41	2	2	Tèng Kim chuyªn dông, dïng ®Ó gäi ra Trô háa hç trî cho phe m×nh.		0	1	0	\script\item\battles\sj_wuxingzhu.lua	0	1	1	0	0
B¨ng Trô	6	1	1769	\spr\item\songjin\sjzh_shui.spr	41	2	2	Tèng Kim chuyªn dông, dïng ®Ó gäi ra Trô kim hç trî cho phe m×nh.		0	1	0	\script\item\battles\sj_wuxingzhu.lua	0	1	1	0	0
§éc Trô	6	1	1770	\spr\item\songjin\sjzh_mu.spr	41	2	2	Tèng Kim chuyªn dông, dïng ®Ó gäi ra Trô ®éc hç trî cho phe m×nh.		0	1	0	\script\item\battles\sj_wuxingzhu.lua	0	1	1	0	0
L«i Trô	6	1	1771	\spr\item\songjin\sjzh_tu.spr	41	2	2	Tèng Kim chuyªn dông, dïng ®Ó gäi ra Trô l«i hç trî cho phe m×nh.		0	1	0	\script\item\battles\sj_wuxingzhu.lua	0	1	1	0	0
Kim Trô	6	1	1772	\spr\item\songjin\sjzh_jin.spr	41	2	2	Tèng Kim chuyªn dông, dïng ®Ó gäi ra Trô l«i hç trî cho phe m×nh.		0	1	0	\script\item\battles\sj_wuxingzhu.lua	0	1	1	0	0
Hu©n c«ng bµi Tèng Kim	6	1	1773	\spr\item\questkey\taskobj021.spr	41	1	1	Sö dông sÏ nhËn ®­îc 200 v¹n/300 v¹n/500 v¹n ®iÓm kinh nghiÖm, kh«ng céng dån.		0	1	0	\script\item\jungongpai.lua	0	1	1	0	0
¾ÅÑôÏÀ¹Ç°ü	6	1	1774	\spr\item\script\item_chrismasbox.spr	41	1	1	ÓÒ¼üµã»÷´ò¿ª£¬¿ÉÒÔËæ»ú»ñµÃÏÀ¹Ç×°±¸µÄºÏ³É²ÄÁÏ¡£		0	1	0	\script\item\jiuyanxiagu.lua	0	1	1	0	0
½íàşÈáÇé°ü	6	1	1775	\spr\item\script\item_chrismasbox.spr	41	1	1	ÓÒ¼üµã»÷´ò¿ª£¬¿ÉÒÔËæ»ú»ñµÃÈáÇé×°±¸µÄºÏ³É²ÄÁÏ¡£		0	1	0	\script\item\jinguoyouqing.lua	0	1	1	0	0
Öì¹û	6	1	1776	\spr\item\script\caiyao\zhuguo.spr	41	1	1	ÖÆÒ©µÄÔ­²ÄÁÏ		0	1	1	\script\item\noscript.lua	0	1	1	0	0
Ç§ÄêÈË²Î	6	1	1777	\spr\item\script\caiyao\qiannianrensen.spr	41	1	1	ÖÆÒ©µÄÔ­²ÄÁÏ		0	1	1	\script\item\noscript.lua	0	1	1	0	0
Ê×ÎÚ	6	1	1778	\spr\item\script\caiyao\shouwu.spr	41	1	1	ÖÆÒ©µÄÔ­²ÄÁÏ		0	1	1	\script\item\noscript.lua	0	1	1	0	0
ĞÜµ¨	6	1	1779	\spr\item\script\caiyao\xiongdan.spr	41	1	1	ÖÆÒ©µÄÔ­²ÄÁÏ		0	1	1	\script\item\noscript.lua	0	1	1	0	0
Ò©Íõ¶¦	6	1	1780	\spr\item\script\caiyao\yaowanding.spr	41	1	1	ÖÆÒ©µÄ±ØĞèµÀ¾ß		0	1	1	\script\item\caiyao\yaowanding.lua	0	1	1	0	0
»ØÌìÔÙÔì½õÄÒ	6	1	1781	\spr\item\script\caiyao\htzzjn.spr	41	1	1	Ò»¸ö×°ÓĞ»ØÌìÔÙÔìµ¤µÄ½õÄÒ£¬ÓÒ¼üÊ¹ÓÃ¿ÉÈ¡³ö¡£		0	1	1	\script\item\caiyao\huitianjinglang.lua	0	1	1	0	0
Ò»Ãù¾ªÈË°ü	6	1	1782	\spr\item\twzhuanyun\zhuanyunbao_small.spr	449	1	1	ÓÒ¼üµã»÷Ê¹ÓÃ£¬ÓĞ¼¸ÂÊ»ñµÃÌìÉ½·¡¸£°ü¡£		0	1	1	\script\item\dianshichengjin.lua	0	1	1	0	0
ÌìÉ½·¡¸£°ü	6	1	1783	\spr\item\twzhuanyun\zhuanyunbao_small.spr	449	1	1	ÓÒ¼üµã»÷Ê¹ÓÃ£¬ÓĞ¼¸ÂÊ»ñµÃÅîÀ³Éºº÷°ü¡£		0	1	1	\script\item\dianshichengjin.lua	0	1	1	0	0
ÅîÀ³Éºº÷°ü	6	1	1784	\spr\item\twzhuanyun\zhuanyunbao_small.spr	449	1	1	ÓÒ¼üµã»÷Ê¹ÓÃ£¬ÓĞ¼¸ÂÊ»ñµÃ¾§ËªÌì´Í°ü¡£		0	1	1	\script\item\dianshichengjin.lua	0	1	1	0	0
¾§ËªÌì´Í°ü	6	1	1785	\spr\item\twzhuanyun\zhuanyunbao_small.spr	449	1	1	ÓÒ¼üµã»÷Ê¹ÓÃ£¬ÓĞ¼¸ÂÊ»ñµÃÎå¸£æéÕé°ü¡£		0	1	1	\script\item\dianshichengjin.lua	0	1	1	0	0
Îå¸£æéÕé°ü	6	1	1786	\spr\item\twzhuanyun\zhuanyunbao_small.spr	449	1	1	ÓÒ¼üµã»÷Ê¹ÓÃ£¬ÓĞ¼¸ÂÊ»ñµÃÕÉÁù½ğ¸Õ°ü¡£		0	1	1	\script\item\dianshichengjin.lua	0	1	1	0	0
ÕÉÁù½ğ¸Õ°ü	6	1	1787	\spr\item\twzhuanyun\zhuanyunbao_small.spr	449	1	1	ÓÒ¼üµã»÷Ê¹ÓÃ£¬ÓĞ¼¸ÂÊ»ñµÃ¶ËÑôÆáÊ¯°ü¡£		0	1	1	\script\item\dianshichengjin.lua	0	1	1	0	0
¶ËÑôÆáÊ¯°ü	6	1	1788	\spr\item\twzhuanyun\zhuanyunbao_small.spr	449	1	1	ÓÒ¼üµã»÷Ê¹ÓÃ£¬ÓĞ¼¸ÂÊ»ñµÃµãÊ¯³É½ğ°ü¡£		0	1	1	\script\item\dianshichengjin.lua	0	1	1	0	0
µãÊ¯³É½ğ°ü	6	1	1789	\spr\item\twzhuanyun\zhuanyunbao_small.spr	449	1	1	ÓÒ¼üµã»÷Ê¹ÓÃ£¬ÓĞ¼¸ÂÊ»ñµÃ±±¾©Ö®ÃÎÍ¼Æ×¡¢²¹ÌìÊ¯ËéÆ¬£¨ÌØ´ó£©¡£		0	1	1	\script\item\dianshichengjin.lua	0	1	1	0	0
»ìÌì»ìãç°ü	6	1	1790	\spr\item\twzhuanyun\zhuanyunbao_small.spr	449	1	1	ÓÒ¼üµã»÷Ê¹ÓÃ£¬ÓĞ¼¸ÂÊ»ñµÃ»ìãç¶¦¡¢ÅîÀ³Éºº÷°ü¡¢Îå¸£æéÕé°ü¡£		0	1	1	\script\item\huntianhundunbao.lua	0	1	1	0	0
D­ìng sinh bİ phæ	6	1	1791	\spr\item\yangshengmipu.spr	41	1	1	Cã ng­êi nãi, nÕu khæ c«ng tuy luyÖn th× cã thÓ nhËn ®­îc rÊt nhiÒu ®iÓm kinh nghiÖm.<enter><color=blue>Thêi h¹n sö dông: 24:00 27-08-2008<color>		0	1	1	\script\event\guoqing_jieri\200808\item_yangshengmipu.lua	0	1	1	0	0
´«Çé±ÈÒíÄñ	6	1	1792	\spr\item\songjin\dove.spr	411	1	1	¿ÉÒÔ¸øÒìĞÔ·¢ËÍ²ÊÉ«ÎÄ×Ö×£¸££¬²¢Ê¹¶Ô·½»ñµÃ600Íòµ½800Íò¾­Ñé£¬ÓÒ¼üµã»÷Ê¹ÓÃ¡£<enter>£¨ĞèÒª¶Ô·½ÔÚÏß£¬ÇÒ×î¶à¿É»ñµÃ5000Íò¾­Ñé£©		0	1	1	\script\item\card\card_yuanyan.lua	0	1	1	0	0
ÕĞÄ¼Áî	6	1	1793	\spr\item\questkey\006.spr	336	1	1	2008½£ÍøÖ®ÏÄ»î¶¯ÕĞÄ¼Áî¡£<enter>½«´ËÎï½»¸ø»î¶¯¹ÙÔ±¿É»ñµÃ²Î¼ÓÈ«·ş½£ÍøÖ®ÏÄ×Ê¸ñ¡£		0	1	0	\script\item\noscript.lua	0	1	1	1	0
Hép V©n Du	6	1	1794	\spr\item\script\yunyoulihe.spr	41	1	1	Bªn trong cã chøa 4 lo¹i lång ®Ìn trung thu<enter>Ng­êi ch¬i ph¶i ®¹t cÊp 50 trë lªn vµ ®· n¹p thÎ míi cã thÓ më hép<enter><color=green>H¹n sö dông: 24:00 ngµy 05-10-2008<color>.		0	1	1	\script\item\zhongqiu_jieri\200808\lihe.lua	0	1	1	0	0
Hép Tiªn Vò	6	1	1795	\spr\item\script\xianwulihe.spr	41	1	1	Bªn trong cã chøa 4 lo¹i lång ®Ìn trung thu<enter>Ng­êi ch¬i ph¶i ®¹t cÊp 50 trë lªn vµ ®· n¹p thÎ míi cã thÓ më hép<enter><color=green>H¹n sö dông: 24:00 ngµy 05-10-2008<color>.		0	1	1	\script\item\zhongqiu_jieri\200808\lihe.lua	0	1	1	0	0
Lång ®Ìn b­¬m b­ím	6	1	1796	\spr\item\vietnam\midautumn06\lantern_yello.spr	451	1	1	Mét trong nh÷ng ®¹o cô kh«ng thÓ thiÕu trong ngµy tÕt Trung thu<enter><color=green>H¹n sö dông: 24:00 ngµy 05-10-2008<color>		0	1	1	\script\item\noscript.lua	0	1	1	0	0
Lång ®Ìn ng«i sao	6	1	1797	\spr\item\vietnam\midautumn06\lantern_blue.spr	452	1	1	Mét trong nh÷ng ®¹o cô kh«ng thÓ thiÕu trong ngµy tÕt Trung thu<enter><color=green>H¹n sö dông: 24:00 ngµy 05-10-2008<color>		0	1	1	\script\item\noscript.lua	0	1	1	0	0
Lång ®Ìn èng	6	1	1798	\spr\item\vietnam\midautumn06\lantern_green.spr	453	1	1	Mét trong nh÷ng ®¹o cô kh«ng thÓ thiÕu trong ngµy tÕt Trung thu<enter><color=green>H¹n sö dông: 24:00 ngµy 05-10-2008<color>		0	1	1	\script\item\noscript.lua	0	1	1	0	0
Lång ®Ìn trßn	6	1	1799	\spr\item\vietnam\midautumn06\lantern_red.spr	454	1	1	Mét trong nh÷ng ®¹o cô kh«ng thÓ thiÕu trong ngµy tÕt Trung thu<enter><color=green>H¹n sö dông: 24:00 ngµy 05-10-2008<color>		0	1	1	\script\item\noscript.lua	0	1	1	0	0
NÕn th­ëng nguyÖt	6	1	1800	\spr\item\script\zhongqiu_jieri\sanyuelazhu.spr	41	1	1	"TÕt trung thu, ng¾m ¸nh tr¨ng"<enter><color=green>H¹n sö dông: 24:00 ngµy 05-10-2008<color>		0	1	1	\script\item\noscript.lua	0	1	1	0	0
B¸nh trung thu Väng NguyÖt	6	1	1801	\spr\item\script\zhongqiu_jieri\wanyueyuebing.spr	41	1	1	"Mét lo¹i b¸nh trung thu b×nh th­êng"<enter><color=green>H¹n sö dông: 24 giê 31-10-2008<color>		0	1	1	\script\item\zhongqiu_jieri\200808\wangyue.lua	0	1	1	0	0
B¸nh trung thu KiÕn NguyÖt	6	1	1802	\spr\item\script\zhongqiu_jieri\jianyueyuebing.spr	41	1	1	"TÕt trung thu ng¾m tr¨ng ¨n mét lo¹i b¸nh trung thu ®Æc biÖt"<enter><color=green>H¹n sö dông: 24:00 ngµy 31-10-2008<color>		0	1	1	\script\item\zhongqiu_jieri\200808\jianyue.lua	0	1	1	0	0
